# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae_Vibrio                              -          LKAP-GutHK_D11_089   -               17     878      13     877       3     882    1466    +           0 1034.1  23.7  -
Rhizobiaceae_Pararhizobium                       -          LKAP-GutHK_D11_089   -               73     827      74     876      53     882    1477    +    1.7e-169  563.9  20.9  -
Rhodobacteraceae_Loktanella                      -          LKAP-GutHK_D11_089   -               23     810      16     877       3     882    1385    +      2e-169  563.7  21.6  -
Bartonellaceae_Bartonella                        -          LKAP-GutHK_D11_089   -               24     810      17     876       3     882    1410    +    2.2e-169  563.5  22.2  -
Desulfobacteraceae_Desulfosarcina                -          LKAP-GutHK_D11_089   -               34     895      17     876       3     882    1515    +    2.3e-169  563.2  21.5  -
Chromatiaceae_Rhabdochromatium                   -          LKAP-GutHK_D11_089   -               58     853      68     874      45     881    1452    +    2.4e-169  563.3  21.3  -
Sphingomonadaceae_Polymorphobacter               -          LKAP-GutHK_D11_089   -               21     809      16     876       3     882    1431    +    3.5e-169  563.0  21.4  -
Hyphomicrobiaceae_Rhodomicrobium                 -          LKAP-GutHK_D11_089   -               69     825      73     876      53     882    1470    +    3.6e-169  562.6  21.0  -
Acetobacteraceae_Neokomagataea                   -          LKAP-GutHK_D11_089   -               44     832      17     876       3     882    1437    +      4e-169  562.9  22.8  -
Acetobacteraceae_Gluconobacter                   -          LKAP-GutHK_D11_089   -               55     812      74     876      52     882    1411    +    4.1e-169  562.9  21.5  -
Rhodobacteraceae_Falsirhodobacter                -          LKAP-GutHK_D11_089   -               21     802      21     876       2     882    1387    +    4.2e-169  562.6  21.5  -
Rhodobacteraceae_Stappia                         -          LKAP-GutHK_D11_089   -               24     809      17     876       3     882    1412    +    5.1e-169  562.4  21.9  -
Woeseiaceae_Woeseia                              -          LKAP-GutHK_D11_089   -               32     870      16     868       3     880    1476    +    5.2e-169  562.0  22.5  -
Xanthobacteraceae_Pseudoxanthobacter             -          LKAP-GutHK_D11_089   -               47     832      17     876       3     882    1456    +    5.2e-169  562.2  22.3  -
Chromatiaceae_Phaeochromatium                    -          LKAP-GutHK_D11_089   -                2     835      16     874      15     881    1434    +    5.6e-169  562.2  22.1  -
Rhodobacteraceae_Pseudoruegeria                  -          LKAP-GutHK_D11_089   -               14     809      10     876       3     882    1412    +      6e-169  562.1  21.6  -
Pseudomonadaceae_Thiopseudomonas                 -          LKAP-GutHK_D11_089   -               43     885      16     874       2     881    1505    +    6.2e-169  561.7  22.8  -
Rhizobiaceae_Agrobacterium                       -          LKAP-GutHK_D11_089   -               52     807      73     876      51     882    1400    +    6.4e-169  562.1  21.0  -
Ectothiorhodospiraceae_Thioalbus                 -          LKAP-GutHK_D11_089   -               13     841      24     874      14     881    1417    +    8.1e-169  561.4  22.2  -
Desulfohalobiaceae_Desulfonatronovibrio          -          LKAP-GutHK_D11_089   -               30     881      17     874       2     882    1500    +    1.2e-168  560.9  22.7  -
Rhodobacteraceae_Ruegeria                        -          LKAP-GutHK_D11_089   -               15     810      11     877       3     882    1386    +    1.2e-168  561.1  21.6  -
Hyphomonadaceae_Oceanicaulis                     -          LKAP-GutHK_D11_089   -               20     805      17     876       4     882    1424    +    1.4e-168  560.8  21.6  -
Pasteurellaceae_Vespertiliibacter                -          LKAP-GutHK_D11_089   -               23     863      16     874       2     881    1462    +    1.7e-168  560.4  23.2  -
Alteromonadales_Aestuariicella                   -          LKAP-GutHK_D11_089   -               21     816      72     875      52     882    1400    +      2e-168  560.1  21.8  -
Rhodobacteraceae_Roseovarius                     -          LKAP-GutHK_D11_089   -               25     812      16     877       3     882    1415    +    2.5e-168  559.9  21.4  -
Bacillaceae_Tepidibacillus                       -          LKAP-GutHK_D11_089   -               30     878      17     874       2     881    1493    +    2.6e-168  559.4  22.3  -
Orbaceae_Frischella                              -          LKAP-GutHK_D11_089   -               50     884      16     874       2     881    1534    +    2.7e-168  559.7  22.3  -
Ectothiorhodospiraceae_Oceanococcus              -          LKAP-GutHK_D11_089   -               43     880      16     868       2     880    1505    +    2.8e-168  559.7  22.9  -
Rhodospirillaceae_Inquilinus                     -          LKAP-GutHK_D11_089   -               73     830      74     876      53     882    1420    +    3.1e-168  559.7  21.1  -
Brucellaceae_Pseudochrobactrum                   -          LKAP-GutHK_D11_089   -               20     805      17     876       3     882    1400    +    3.2e-168  559.7  22.2  -
Rhodobacteraceae_Nioella                         -          LKAP-GutHK_D11_089   -               34     829      10     876       3     882    1462    +    3.2e-168  559.6  21.1  -
Paenibacillaceae_Cohnella                        -          LKAP-GutHK_D11_089   -               28     879      17     876       2     882    1482    +    3.2e-168  559.7  22.7  -
Caulobacteraceae_Brevundimonas                   -          LKAP-GutHK_D11_089   -               14     810      10     877       3     882    1415    +    3.3e-168  559.6  22.2  -
Cystobacteraceae_Melittangium                    -          LKAP-GutHK_D11_089   -               41     893      17     875       2     882    1522    +    3.6e-168  559.3  22.5  -
Acetobacteraceae_Acidocella                      -          LKAP-GutHK_D11_089   -               54     810      75     876      50     882    1407    +    3.7e-168  559.5  21.3  -
Bacteroidaceae_Bacteroides                       -          LKAP-GutHK_D11_089   -               33     873      17     874       7     879    1480    +      4e-168  559.2  22.0  -
Desulfobacteraceae_Desulfatiglans                -          LKAP-GutHK_D11_089   -               36     897      17     876       2     882    1527    +    4.3e-168  559.0  22.0  -
Bradyrhizobiaceae_Salinarimonas                  -          LKAP-GutHK_D11_089   -               39     825      16     877       2     882    1438    +    4.7e-168  559.1  23.3  -
Desulfonatronaceae_Desulfonatronum               -          LKAP-GutHK_D11_089   -               24     877      17     876       2     882    1495    +    4.9e-168  558.9  23.0  -
Hyphomonadaceae_Glycocaulis                      -          LKAP-GutHK_D11_089   -               24     809      17     876       4     882    1389    +    5.2e-168  558.9  21.4  -
Thermolithobacteraceae_Thermolithobacter         -          LKAP-GutHK_D11_089   -               44     912      17     876       2     882    1546    +    5.7e-168  558.5  23.2  -
Rhodobacteraceae_Confluentimicrobium             -          LKAP-GutHK_D11_089   -               33     828      10     876       3     882    1455    +    6.3e-168  558.6  21.3  -
Rhodobacteraceae_Shimia                          -          LKAP-GutHK_D11_089   -               14     809      10     876       3     882    1394    +    6.6e-168  558.7  21.6  -
Kangiellaceae_Aliikangiella                      -          LKAP-GutHK_D11_089   -               35     835      68     875      47     882    1392    +    6.7e-168  558.3  21.3  -
Rhodobacteraceae_Thalassobius                    -          LKAP-GutHK_D11_089   -               14     809      10     876       3     882    1389    +    6.8e-168  558.7  21.6  -
Parviterribacteraceae_Parviterribacter           -          LKAP-GutHK_D11_089   -               24     857      17     876       2     882    1456    +      7e-168  558.4  22.6  -
Rhodobacteraceae_Litoreibacter                   -          LKAP-GutHK_D11_089   -               14     807      10     876       3     882    1395    +    7.7e-168  558.3  20.8  -
Rhodospirillaceae_Oceanibaculum                  -          LKAP-GutHK_D11_089   -               44     830      17     876       4     882    1451    +    7.9e-168  558.3  21.5  -
Acetobacteraceae_Asaia                           -          LKAP-GutHK_D11_089   -               24     812      17     876       3     882    1411    +      8e-168  558.5  22.6  -
Cohaesibacteraceae_Cohaesibacter                 -          LKAP-GutHK_D11_089   -               44     828      18     876       3     882    1425    +    9.2e-168  558.2  21.9  -
Nakamurellaceae_Nakamurella                      -          LKAP-GutHK_D11_089   -               24     843      17     876       2     882    1462    +    1.1e-167  557.7  23.6  -
Mycoplasmataceae_Mycoplasma                      -          LKAP-GutHK_D11_089   -               16     836      17     864       9     882    1465    +    1.2e-167  557.9  20.9  -
Rhodobacteraceae_Rubellimicrobium                -          LKAP-GutHK_D11_089   -               24     822      10     877       3     882    1448    +    1.3e-167  557.8  22.8  -
Bradyrhizobiaceae_Bosea                          -          LKAP-GutHK_D11_089   -               39     825      16     876       3     882    1455    +    1.4e-167  557.5  22.3  -
Hyphomicrobiaceae_Filomicrobium                  -          LKAP-GutHK_D11_089   -               75     829      74     876      53     882    1448    +    1.5e-167  557.3  21.7  -
Pasteurellaceae_Testudinibacter                  -          LKAP-GutHK_D11_089   -               91     930      16     874       2     881    1412    +    1.6e-167  557.2  23.7  -
Ectothiorhodospiraceae_Thiogranum                -          LKAP-GutHK_D11_089   -               30     874      16     874       3     881    1508    +    1.6e-167  557.3  22.4  -
Oceanospirillaceae_Motiliproteus                 -          LKAP-GutHK_D11_089   -               23     864      16     874       2     881    1466    +    2.1e-167  556.8  23.1  -
Caulobacteraceae_Caulobacter                     -          LKAP-GutHK_D11_089   -               16     809      12     876       3     882    1426    +    2.3e-167  556.8  21.6  -
